INFO: BenchmarkParams{sampleLimit=null, threads=1, delayMs=300, gpuConfig='5090', modelName='qwen2.5-coder:14b', modelUrl='https://reproduce-bubble-females-recovery.trycloudflare.com/v1/completions', apiKey='null', contextSize=4096, tokenizer=D:\work\git\model-speed-benchmark\build\resources\main\tokenizer\Qwen2.5-Coder-14B.json, dataset=D:\work\git\model-speed-benchmark\build\resources\main\dataset\repoeval\line_level.java.test.jsonl, mock=false}

timeMs, contextTokensSize, responseCharsSize
816, 2139, 43
540, 288, 48
443, 259, 2
1315, 496, 26
607, 783, 63
564, 602, 41
657, 975, 79
667, 257, 132
664, 586, 117
520, 229, 59
650, 1642, 44
437, 134, 5
681, 758, 62
535, 672, 47
469, 2584, 43
485, 80, 66
1008, 3377, 80
751, 296, 73
569, 436, 101
536, 605, 52
526, 520, 40
601, 791, 115
1065, 1022, 154
505, 660, 46
831, 1478, 109
718, 1955, 61
766, 555, 45
493, 325, 61
745, 2320, 39
528, 398, 45
660, 624, 29
497, 1723, 40
597, 553, 81
479, 428, 20
971, 2552, 78
444, 110, 17
662, 1232, 101
1013, 1013, 61
588, 388, 52
605, 466, 58
537, 923, 31
711, 1828, 51
560, 889, 41
449, 676, 0
497, 427, 66
686, 1747, 73
689, 386, 131
737, 1799, 43
581, 348, 35
735, 2044, 69
468, 1962, 25
452, 571, 0
1172, 1920, 132
634, 1083, 51
839, 2893, 34
756, 153, 60
558, 698, 59
598, 500, 107
556, 536, 52
1320, 1537, 76
759, 1750, 88
458, 555, 46
1117, 3112, 108
591, 288, 39
549, 1078, 10
490, 417, 40
694, 686, 56
653, 1387, 60
786, 1651, 35
803, 712, 159
780, 3777, 74
759, 1681, 21
886, 2830, 57
965, 229, 121
689, 1496, 43
903, 3210, 22
544, 946, 27
827, 656, 35
513, 421, 21
631, 373, 61
691, 1329, 48
784, 2828, 41
570, 1377, 13
817, 2620, 54
551, 713, 60
764, 2140, 40
604, 375, 68
706, 756, 104
487, 414, 48
550, 421, 53
901, 2705, 102
828, 414, 132
672, 2239, 97
676, 1442, 68
695, 2464, 15
988, 3363, 39
966, 3273, 54
506, 440, 53
528, 432, 67
561, 430, 46
1221, 3895, 74
515, 796, 0
726, 879, 30
790, 1719, 62
767, 2433, 25
638, 813, 42
553, 742, 54
613, 1047, 106
760, 90, 50
520, 371, 58
1037, 3974, 55
531, 693, 39
939, 2491, 0
594, 796, 74
789, 418, 82
795, 586, 36
828, 497, 74
463, 561, 0
484, 702, 15
758, 2593, 28
964, 1951, 73
615, 339, 71
480, 181, 36
696, 1737, 68
606, 559, 43
428, 1290, 20
627, 799, 88
931, 3169, 57
494, 265, 33
580, 793, 54
471, 493, 0
1624, 3192, 323
569, 647, 37
676, 1718, 44
610, 932, 70
498, 3661, 0
880, 2232, 129
499, 550, 32
949, 3009, 44
605, 1402, 50
750, 1467, 80
701, 1932, 67
746, 1622, 62
570, 529, 80
816, 2093, 116
1064, 3658, 67
472, 2424, 56
760, 1275, 88
514, 304, 70
922, 3363, 29
541, 432, 25
668, 844, 74
516, 281, 77
737, 1414, 145
551, 254, 72
488, 306, 36
471, 309, 13
581, 2092, 87
797, 2597, 51
484, 189, 51
506, 116, 32
534, 598, 47
580, 290, 34
708, 2006, 84
549, 637, 48
985, 3757, 33
526, 365, 49
809, 2052, 90
498, 373, 36
566, 1075, 25
1312, 1704, 132
505, 209, 40
513, 201, 65
509, 428, 40
794, 1900, 90
572, 328, 77
573, 568, 44
903, 1792, 114
557, 737, 31
618, 1284, 42
733, 375, 33
568, 393, 68
925, 3164, 50
511, 382, 41
588, 525, 78
826, 834, 76
592, 1184, 41
562, 701, 56
552, 156, 84
