INFO: BenchmarkParams{sampleLimit=null, threads=2, delayMs=300, gpuConfig='4090', modelName='qwen2.5-coder:14b-instruct-gptq4', modelUrl='http://195.209.214.245:7777/v1/completions', apiKey='null', contextSize=2048, tokenizer=D:\work\git\model-speed-benchmark\build\resources\main\tokenizer\Qwen2.5-Coder-14B.json, dataset=D:\work\git\model-speed-benchmark\build\resources\main\dataset\repoeval\line_level.java.test.jsonl, mock=false}

timeMs, contextTokensSize, responseCharsSize
488, 1320, 17
473, 497, 62
458, 1054, 56
562, 1652, 9
595, 980, 32
648, 406, 52
664, 1659, 117
606, 1761, 18
463, 574, 44
735, 1654, 170
584, 1204, 102
427, 1024, 46
541, 932, 71
337, 218, 48
466, 791, 42
528, 124, 68
716, 555, 40
718, 1816, 59
614, 811, 42
747, 1534, 94
226, 235, 0
428, 189, 48
554, 309, 128
398, 284, 82
593, 972, 81
642, 842, 88
438, 1785, 0
384, 648, 46
1101, 1621, 144
348, 437, 44
391, 483, 61
446, 133, 28
481, 714, 71
538, 1021, 49
479, 544, 83
461, 829, 44
401, 235, 56
458, 582, 52
542, 516, 53
443, 1193, 32
995, 481, 124
407, 1214, 51
382, 444, 45
398, 313, 48
459, 372, 81
367, 1425, 0
515, 664, 3
369, 577, 49
646, 1303, 104
655, 432, 64
549, 1257, 77
503, 1772, 33
474, 1025, 7
443, 614, 40
424, 186, 34
393, 701, 39
625, 612, 68
384, 604, 41
427, 784, 59
526, 1340, 70
338, 136, 58
406, 875, 33
653, 982, 50
421, 242, 90
768, 300, 115
776, 1259, 92
1171, 1180, 242
806, 924, 68
526, 1766, 62
389, 660, 36
469, 86, 39
340, 315, 37
332, 190, 46
231, 92, 0
371, 891, 37
731, 1012, 118
434, 415, 55
526, 931, 62
458, 616, 109
323, 193, 37
526, 1266, 31
470, 393, 65
349, 499, 56
329, 131, 32
562, 1895, 66
508, 1623, 92
402, 118, 67
410, 454, 37
460, 88, 75
586, 534, 84
551, 377, 89
337, 105, 40
376, 472, 48
477, 1741, 40
374, 1498, 0
572, 508, 24
400, 993, 47
582, 366, 80
968, 1557, 133
536, 1789, 41
498, 969, 66
364, 1201, 3
537, 776, 17
638, 1189, 54
293, 135, 47
373, 640, 39
420, 858, 40
473, 1859, 46
421, 333, 35
354, 509, 40
324, 398, 38
280, 719, 0
454, 1243, 43
550, 1306, 91
681, 1183, 33
1239, 1908, 304
428, 1343, 28
356, 142, 60
418, 304, 100
382, 370, 73
498, 1309, 69
485, 320, 72
579, 1082, 35
271, 571, 0
428, 770, 49
408, 982, 57
305, 254, 35
343, 388, 56
384, 327, 58
434, 1940, 17
684, 872, 78
489, 923, 42
389, 1609, 0
466, 942, 48
568, 466, 72
387, 608, 48
521, 381, 46
334, 1244, 0
490, 387, 39
459, 1005, 31
450, 443, 31
603, 574, 100
636, 696, 47
517, 1806, 51
421, 1322, 37
501, 1876, 46
353, 564, 48
419, 548, 35
445, 396, 48
436, 432, 31
511, 789, 54
726, 1389, 96
530, 1096, 91
343, 297, 44
459, 458, 80
572, 1040, 63
589, 947, 53
317, 411, 30
623, 1351, 53
412, 579, 62
383, 401, 25
309, 870, 5
319, 483, 46
448, 861, 67
432, 267, 72
373, 669, 46
606, 814, 56
435, 1389, 28
368, 487, 18
556, 945, 37
286, 423, 1
498, 326, 63
396, 617, 40
373, 463, 66
736, 96, 100
386, 457, 54
437, 558, 66
587, 1074, 85
350, 683, 36
1250, 493, 247
536, 376, 140
370, 589, 36
456, 601, 53
714, 549, 87
606, 1546, 61
790, 1068, 103
732, 841, 116
534, 1450, 33
363, 177, 44
518, 844, 19
607, 763, 91
525, 386, 52
700, 1731, 85
354, 696, 26
662, 379, 109
337, 586, 50
504, 749, 52
584, 881, 75
581, 793, 110
302, 184, 40
450, 455, 32
511, 412, 47
425, 360, 41
709, 1906, 77
526, 343, 66
709, 1848, 88
501, 933, 52
595, 390, 67
423, 1097, 31
459, 1821, 3
747, 612, 54
301, 91, 56
414, 415, 46
398, 913, 44
480, 126, 95
640, 931, 152
458, 376, 102
515, 1558, 46
396, 1453, 23
486, 311, 87
285, 528, 9
487, 1836, 31
300, 876, 0
372, 192, 78
348, 424, 44
382, 660, 44
424, 592, 38
518, 668, 50
639, 1882, 66
342, 457, 21
294, 275, 16
668, 1674, 95
827, 639, 88
543, 1301, 82
700, 1776, 117
363, 410, 36
556, 1038, 52
485, 330, 35
468, 502, 12
533, 1512, 73
409, 356, 81
369, 1467, 0
448, 1167, 41
578, 696, 52
652, 1245, 99
339, 260, 47
560, 1850, 29
314, 178, 38
496, 1171, 30
794, 1747, 92
380, 673, 57
503, 663, 39
495, 918, 79
346, 313, 44
309, 224, 40
585, 610, 80
642, 1747, 110
339, 470, 43
438, 571, 44
477, 345, 66
350, 1349, 0
948, 535, 115
584, 1539, 87
467, 340, 17
598, 919, 90
493, 421, 54
413, 424, 77
362, 371, 37
503, 650, 42
652, 1677, 37
620, 913, 30
389, 802, 46
389, 792, 41
493, 447, 63
525, 777, 63
350, 657, 40
598, 648, 110
353, 180, 34
393, 1294, 0
586, 1234, 44
367, 423, 41
435, 1143, 35
701, 814, 64
721, 1838, 69
486, 868, 32
523, 610, 38
540, 171, 44
649, 1390, 59
486, 1059, 59
347, 315, 40
398, 578, 35
399, 1340, 38
369, 578, 50
672, 1041, 141
372, 786, 31
441, 708, 72
565, 643, 40
477, 1328, 37
405, 904, 31
542, 1139, 75
397, 230, 94
359, 651, 44
559, 500, 73
422, 1106, 41
599, 1366, 92
501, 1506, 29
626, 926, 44
541, 1538, 79
287, 549, 5
355, 721, 31
501, 751, 38
519, 862, 27
302, 255, 31
312, 937, 0
595, 899, 56
362, 510, 47
338, 946, 5
457, 322, 36
460, 615, 36
473, 486, 90
418, 125, 56
555, 1105, 65
398, 358, 91
356, 440, 57
383, 319, 30
467, 1113, 48
382, 570, 52
434, 983, 75
351, 444, 57
459, 1144, 60
449, 1003, 77
469, 798, 101
238, 384, 0
369, 275, 60
347, 445, 49
459, 1095, 45
619, 1922, 116
584, 1797, 44
656, 398, 80
445, 1936, 25
493, 689, 83
559, 1088, 66
441, 934, 60
355, 237, 66
480, 1152, 73
343, 205, 56
587, 1765, 78
550, 820, 71
582, 898, 49
347, 457, 50
502, 996, 71
551, 442, 65
461, 1180, 73
452, 1156, 61
369, 735, 44
380, 465, 43
324, 204, 31
585, 175, 64
685, 1766, 58
617, 498, 101
471, 838, 96
636, 1544, 72
754, 672, 87
220, 117, 0
597, 1013, 101
449, 360, 97
559, 1142, 12
485, 1233, 51
380, 767, 46
478, 1561, 33
414, 397, 72
842, 527, 145
625, 526, 144
342, 414, 46
421, 118, 5
677, 1200, 76
394, 454, 62
455, 1074, 46
384, 641, 42
388, 574, 57
673, 1680, 77
261, 464, 16
583, 1613, 29
435, 639, 45
346, 621, 31
508, 306, 34
585, 1386, 101
506, 172, 65
633, 900, 75
491, 439, 68
591, 837, 47
574, 1154, 95
437, 955, 58
526, 1788, 66
490, 1507, 40
641, 262, 75
486, 1327, 61
543, 1080, 95
428, 539, 43
354, 191, 54
361, 352, 54
701, 1415, 101
423, 1558, 21
399, 894, 46
339, 1132, 0
522, 1352, 67
370, 398, 67
400, 922, 46
572, 321, 11
673, 1668, 91
653, 1478, 60
639, 412, 52
683, 1224, 86
717, 1517, 53
641, 759, 60
847, 1372, 151
459, 1380, 50
352, 744, 44
688, 905, 83
459, 389, 62
404, 393, 40
469, 906, 62
336, 354, 32
607, 665, 115
557, 1123, 55
775, 850, 79
347, 482, 41
432, 1373, 20
510, 542, 55
620, 1654, 39
795, 1603, 56
402, 667, 34
368, 623, 32
391, 1034, 46
322, 433, 36
585, 758, 62
369, 709, 51
504, 349, 62
438, 754, 47
513, 1452, 25
758, 1308, 54
475, 872, 91
705, 254, 71
552, 1610, 47
487, 157, 32
579, 391, 69
640, 1200, 62
567, 1712, 66
375, 529, 36
688, 1480, 54
420, 569, 78
445, 782, 79
636, 779, 97
314, 443, 27
640, 1497, 77
483, 593, 50
861, 755, 160
873, 1571, 89
592, 1726, 56
423, 364, 39
390, 558, 35
395, 917, 42
369, 531, 66
585, 729, 44
657, 1619, 73
432, 268, 80
419, 1022, 51
515, 1054, 67
318, 242, 48
503, 1905, 47
973, 1597, 111
526, 1644, 78
469, 1260, 65
357, 447, 40
538, 764, 52
234, 252, 0
400, 170, 55
592, 1134, 27
773, 1821, 94
404, 800, 62
485, 503, 36
462, 754, 83
505, 580, 42
558, 776, 75
442, 419, 46
407, 457, 59
458, 926, 53
821, 708, 107
533, 398, 122
457, 854, 50
504, 399, 36
541, 1007, 70
446, 882, 44
507, 406, 87
511, 1333, 13
647, 658, 117
280, 260, 28
510, 492, 56
506, 719, 31
505, 876, 58
367, 1010, 40
489, 1923, 47
1457, 1112, 148
428, 564, 62
585, 1258, 53
536, 796, 46
578, 172, 54
676, 1781, 63
609, 1398, 25
725, 1026, 55
396, 534, 23
540, 387, 58
532, 1047, 54
848, 1870, 112
422, 398, 81
793, 1745, 72
631, 1943, 67
363, 483, 27
481, 498, 45
689, 639, 104
356, 369, 38
291, 207, 44
300, 313, 33
493, 693, 96
288, 490, 35
494, 1815, 38
778, 1947, 45
565, 1625, 56
661, 1581, 71
859, 249, 145
341, 614, 48
494, 1907, 34
1284, 1724, 104
548, 505, 71
499, 1129, 45
639, 1031, 83
322, 134, 32
336, 592, 31
738, 1280, 102
428, 830, 41
470, 1221, 58
537, 427, 25
272, 371, 2
482, 911, 54
320, 368, 52
657, 894, 31
563, 1913, 58
254, 522, 0
427, 199, 95
333, 387, 38
404, 1089, 37
380, 707, 30
396, 189, 108
409, 782, 34
481, 419, 49
622, 501, 154
407, 999, 33
719, 1436, 96
484, 1721, 42
633, 230, 44
448, 1364, 42
429, 708, 22
657, 1785, 79
580, 1618, 30
459, 468, 33
777, 467, 102
555, 863, 51
490, 1824, 36
610, 444, 45
569, 287, 72
344, 624, 36
357, 466, 9
438, 679, 42
322, 183, 43
405, 1468, 23
506, 1571, 58
590, 449, 42
549, 1932, 36
316, 588, 0
549, 273, 100
424, 1012, 58
419, 279, 41
631, 380, 109
478, 685, 60
399, 261, 81
246, 361, 0
369, 916, 32
505, 577, 18
480, 1015, 54
504, 131, 60
576, 736, 44
332, 268, 36
385, 782, 26
446, 448, 93
558, 1668, 75
402, 1640, 2
302, 752, 37
423, 1919, 21
506, 931, 85
441, 288, 46
504, 582, 98
234, 259, 2
414, 496, 26
542, 656, 67
330, 266, 0
529, 783, 63
492, 261, 42
415, 602, 41
436, 268, 58
518, 975, 79
427, 261, 46
587, 257, 132
471, 586, 117
335, 469, 55
344, 229, 59
337, 305, 46
516, 1642, 44
236, 134, 5
488, 71, 44
486, 758, 62
390, 672, 47
712, 1305, 79
336, 80, 74
372, 301, 78
436, 296, 73
284, 435, 20
525, 436, 104
309, 272, 39
445, 605, 52
528, 266, 42
329, 366, 53
445, 520, 40
473, 962, 67
437, 791, 115
484, 1421, 92
875, 1022, 102
469, 151, 26
386, 660, 43
734, 1478, 109
293, 555, 24
304, 106, 28
318, 325, 61
358, 170, 47
392, 184, 34
381, 398, 45
423, 624, 29
708, 1723, 40
777, 1329, 67
442, 553, 81
390, 219, 48
572, 428, 20
598, 1749, 44
437, 729, 94
252, 110, 17
685, 1665, 47
462, 1232, 65
434, 1013, 61
590, 570, 69
510, 1643, 41
641, 388, 52
449, 1273, 37
556, 1786, 40
726, 466, 58
446, 923, 31
643, 1123, 100
506, 165, 70
668, 1828, 51
553, 889, 41
385, 1010, 46
303, 676, 0
517, 1452, 39
354, 427, 66
400, 160, 88
668, 1747, 73
438, 757, 67
384, 691, 31
704, 386, 131
689, 1051, 98
506, 1799, 43
282, 401, 0
466, 348, 35
460, 1293, 22
341, 352, 43
266, 571, 0
945, 1920, 122
359, 724, 33
406, 1083, 51
423, 1355, 26
357, 153, 60
416, 698, 59
836, 258, 121
477, 750, 44
468, 500, 107
503, 536, 55
459, 489, 46
793, 1537, 76
763, 1150, 97
620, 353, 74
702, 1750, 88
335, 932, 14
356, 555, 46
295, 208, 36
558, 1344, 48
590, 288, 39
457, 931, 39
369, 1078, 10
405, 1020, 74
428, 417, 40
371, 686, 56
259, 198, 14
501, 1387, 60
350, 732, 51
471, 1651, 35
349, 753, 37
247, 268, 0
709, 712, 159
486, 930, 40
365, 1095, 0
507, 1681, 21
402, 411, 55
441, 632, 54
501, 229, 121
601, 540, 78
520, 1496, 43
386, 946, 23
798, 316, 111
636, 656, 35
658, 1794, 58
345, 421, 21
430, 1248, 46
501, 373, 61
359, 566, 24
591, 601, 86
604, 1329, 48
360, 631, 29
360, 1377, 13
437, 1108, 37
414, 713, 60
427, 1703, 0
675, 375, 68
464, 408, 46
691, 756, 104
492, 1744, 34
637, 414, 78
386, 250, 27
384, 421, 53
489, 989, 36
498, 414, 58
460, 1107, 28
511, 1442, 68
342, 719, 37
427, 440, 53
521, 548, 55
367, 432, 67
395, 430, 46
847, 1910, 131
291, 796, 0
373, 877, 32
390, 879, 30
721, 1767, 34
638, 1719, 62
493, 813, 42
690, 665, 124
422, 759, 34
556, 742, 54
479, 1047, 106
782, 1559, 123
315, 90, 50
358, 371, 58
746, 1577, 59
422, 535, 59
335, 693, 39
372, 773, 48
519, 796, 74
552, 166, 102
472, 1177, 38
475, 1565, 44
636, 418, 82
388, 879, 45
369, 586, 36
229, 193, 5
467, 497, 74
396, 389, 45
289, 561, 0
387, 702, 64
550, 782, 62
386, 1304, 21
397, 339, 71
309, 181, 36
464, 1372, 57
543, 1737, 68
312, 544, 26
452, 467, 48
469, 559, 38
471, 1290, 20
399, 347, 68
494, 799, 88
315, 265, 33
501, 1412, 39
631, 1336, 73
440, 793, 54
259, 493, 0
451, 889, 63
392, 647, 37
630, 596, 46
520, 1718, 44
579, 932, 70
812, 1480, 84
331, 550, 32
474, 1402, 50
993, 800, 76
696, 1467, 80
470, 202, 93
549, 1932, 67
312, 521, 11
527, 1622, 73
674, 1268, 83
413, 529, 61
373, 801, 31
789, 1275, 66
613, 1322, 80
454, 1524, 48
570, 304, 70
369, 809, 30
488, 432, 25
485, 778, 55
458, 844, 74
490, 281, 77
422, 521, 53
574, 1095, 105
838, 1414, 145
249, 418, 0
349, 254, 66
455, 429, 57
301, 306, 36
453, 481, 46
268, 309, 13
327, 189, 51
332, 116, 32
343, 390, 33
401, 598, 47
368, 290, 34
648, 1946, 75
617, 1613, 39
384, 637, 48
439, 365, 49
614, 536, 97
342, 373, 36
503, 1121, 43
407, 1075, 25
462, 700, 72
1050, 1704, 143
386, 209, 40
466, 820, 52
363, 503, 24
474, 201, 74
336, 817, 10
325, 428, 40
667, 982, 46
702, 1900, 90
414, 328, 77
566, 1129, 54
387, 568, 44
831, 1463, 86
876, 1792, 114
388, 737, 31
494, 1284, 42
890, 542, 181
333, 375, 33
606, 1403, 114
379, 393, 68
564, 1730, 42
626, 382, 41
591, 525, 78
711, 361, 130
469, 834, 76
387, 421, 71
426, 1184, 41
313, 366, 56
384, 701, 56
488, 398, 63
402, 156, 84
770, 700, 76
643, 1721, 75
509, 927, 43
506, 547, 68
534, 263, 111
495, 369, 124
623, 310, 82
445, 1341, 31
391, 957, 54
310, 227, 42
370, 784, 28
682, 1268, 102
466, 483, 87
305, 1017, 0
581, 1115, 25
850, 808, 103
498, 1606, 47
573, 921, 50
589, 587, 97
503, 1229, 53
482, 726, 46
412, 146, 59
504, 1383, 70
655, 718, 62
546, 1815, 58
369, 459, 43
624, 1755, 56
336, 247, 5
516, 243, 93
371, 184, 54
369, 992, 41
433, 447, 36
357, 305, 51
449, 490, 42
427, 408, 56
423, 441, 26
502, 365, 99
386, 400, 49
387, 979, 47
390, 791, 44
361, 976, 73
379, 918, 20
250, 411, 0
528, 331, 47
474, 906, 72
404, 164, 49
324, 176, 69
615, 1198, 57
489, 256, 120
496, 1588, 44
727, 266, 122
570, 1894, 15
555, 890, 28
505, 360, 126
437, 1737, 27
368, 424, 33
511, 739, 103
528, 881, 134
251, 351, 0
485, 818, 28
325, 630, 34
520, 1514, 46
318, 1130, 0
1872, 325, 159
491, 587, 85
444, 616, 43
536, 826, 52
603, 856, 63
617, 1084, 61
236, 327, 0
574, 1751, 70
458, 1505, 39
262, 365, 17
531, 1157, 103
370, 379, 58
353, 322, 54
254, 447, 5
346, 319, 58
285, 677, 0
336, 593, 39
396, 1183, 31
362, 601, 16
649, 327, 66
704, 1940, 84
502, 617, 70
382, 258, 58
390, 857, 32
342, 342, 43
544, 1457, 69
644, 221, 105
476, 913, 68
503, 1816, 42
413, 747, 32
446, 1027, 37
601, 417, 73
461, 339, 52
492, 353, 68
275, 430, 11
579, 415, 59
476, 1271, 71
580, 1161, 30
615, 1028, 34
455, 1227, 31
508, 320, 29
754, 1801, 54
794, 1837, 70
748, 920, 82
771, 1508, 87
385, 153, 97
487, 463, 42
664, 951, 106
633, 808, 62
699, 749, 109
510, 1015, 66
302, 481, 19
1579, 1758, 120
481, 807, 78
451, 856, 59
602, 581, 46
701, 1349, 79
309, 545, 36
430, 352, 29
492, 531, 45
483, 863, 46
332, 344, 40
439, 500, 87
374, 402, 39
399, 1013, 28
631, 282, 67
448, 279, 36
662, 1607, 60
269, 219, 16
559, 775, 73
472, 604, 104
378, 388, 89
386, 187, 48
273, 438, 9
294, 606, 13
356, 925, 48
465, 1592, 36
486, 1155, 90
490, 937, 54
428, 326, 58
591, 502, 78
506, 1301, 68
637, 827, 48
1407, 1545, 214
545, 485, 97
383, 751, 58
381, 556, 36
469, 161, 82
369, 392, 42
448, 468, 36
642, 1107, 120
533, 667, 27
638, 1447, 80
498, 1527, 60
427, 41, 60
457, 629, 43
504, 453, 63
573, 640, 127
747, 1545, 86
338, 1040, 9
545, 1568, 69
496, 948, 33
435, 570, 48
404, 674, 57
404, 983, 36
