INFO: BenchmarkParams{sampleLimit=null, threads=2, delayMs=300, gpuConfig='4090x2', modelName='qwen2.5-coder:32b-instruct-qptq-int8', modelUrl='http://195.209.214.245:7777/v1/completions', apiKey='null', contextSize=4096, tokenizer=D:\work\git\model-speed-benchmark\build\resources\main\tokenizer\Qwen2.5-Coder-14B.json, dataset=D:\work\git\model-speed-benchmark\build\resources\main\dataset\repoeval\line_level.java.test.jsonl, mock=false}

timeMs, contextTokensSize, responseCharsSize
1353, 2407, 54
895, 441, 26
1211, 1751, 58
814, 400, 49
724, 365, 67
1611, 2149, 59
1670, 1157, 103
863, 979, 47
594, 322, 54
811, 319, 58
943, 976, 93
865, 411, 59
584, 593, 39
1274, 2051, 71
1616, 331, 228
473, 601, 16
641, 164, 49
1441, 1198, 57
1769, 1940, 84
937, 266, 118
775, 258, 100
820, 890, 28
574, 342, 43
1867, 3771, 53
1425, 221, 107
1364, 1737, 27
1544, 1816, 42
2277, 3660, 43
2417, 2726, 59
1085, 1027, 63
1297, 739, 117
769, 339, 57
552, 351, 51
1058, 415, 59
1170, 630, 140
1394, 1271, 71
1248, 1514, 80
950, 1130, 0
1011, 1161, 7
703, 320, 29
964, 587, 85
999, 616, 44
2106, 1801, 141
710, 856, 57
928, 327, 52
1319, 1508, 87
2385, 3541, 61
1700, 2339, 93
1197, 1505, 39
1400, 951, 127
1759, 3237, 40
3175, 749, 109
1490, 2766, 94
655, 379, 59
1136, 1015, 74
563, 481, 31
1007, 447, 79
489, 677, 0
1103, 807, 78
1173, 2381, 0
1013, 1183, 31
2509, 3274, 54
1329, 2651, 54
757, 327, 48
931, 581, 46
1114, 617, 70
785, 545, 33
663, 857, 24
1143, 531, 45
1242, 1457, 101
1077, 2261, 0
1552, 913, 68
1324, 2104, 42
758, 747, 37
974, 500, 89
1228, 417, 125
1890, 3985, 47
1833, 353, 68
541, 430, 11
699, 282, 46
1229, 279, 36
1235, 2235, 89
358, 219, 16
1004, 1028, 34
954, 604, 104
793, 388, 72
1008, 1227, 61
734, 438, 9
1202, 1837, 70
1637, 920, 82
1598, 2053, 60
655, 925, 48
941, 153, 97
601, 463, 42
1173, 1155, 111
886, 808, 58
732, 502, 53
1332, 2223, 14
3844, 1758, 120
789, 856, 59
914, 1349, 56
3800, 1545, 317
1748, 2163, 55
2173, 2078, 107
1332, 751, 58
1055, 2147, 34
532, 352, 29
956, 161, 82
582, 392, 41
1047, 863, 46
856, 1982, 0
1068, 344, 40
616, 468, 36
1873, 1987, 31
1906, 2793, 101
1483, 402, 39
1236, 2776, 25
1178, 1013, 28
1230, 1447, 94
1875, 1607, 60
1794, 2508, 101
1859, 775, 73
1827, 3499, 69
1049, 1965, 0
638, 187, 48
2398, 3254, 87
543, 606, 13
1033, 629, 43
1074, 453, 63
1098, 1592, 57
1389, 937, 54
1513, 1545, 86
548, 326, 58
1458, 1568, 70
1014, 1301, 68
902, 570, 45
910, 827, 48
1454, 2855, 42
1599, 674, 57
1290, 983, 36
2475, 2117, 239
683, 485, 50
625, 556, 36
1981, 3074, 91
1620, 2147, 83
1313, 2641, 81
967, 1107, 120
1502, 3891, 3
631, 667, 27
921, 1527, 60
475, 41, 60
1074, 640, 135
1636, 2853, 86
1645, 3922, 57
1087, 2004, 55
702, 1040, 31
655, 948, 33
