INFO: BenchmarkParams{sampleLimit=null, threads=2, delayMs=300, gpuConfig='4090', modelName='qwen2.5-coder:14b-instruct-gptq4', modelUrl='http://195.209.214.245:7777/v1/completions', apiKey='null', contextSize=32768, tokenizer=D:\work\git\model-speed-benchmark\build\resources\main\tokenizer\Qwen2.5-Coder-14B.json, dataset=D:\work\git\model-speed-benchmark\build\resources\main\dataset\repoeval\line_level.java.test.jsonl, mock=false}

timeMs, contextTokensSize, responseCharsSize
1199, 4297, 70
530, 348, 35
801, 258, 121
8071, 32000, 19
7786, 750, 44
1422, 6866, 0
1637, 2044, 69
446, 1962, 25
750, 489, 46
317, 571, 0
605, 1150, 97
428, 353, 74
1068, 1920, 128
331, 932, 14
415, 1083, 51
302, 208, 36
883, 2893, 34
610, 1344, 48
624, 2428, 40
710, 153, 60
532, 698, 59
593, 931, 39
7724, 2919, 64
7894, 30531, 118
469, 1020, 74
493, 500, 107
547, 536, 55
1021, 2007, 174
267, 198, 14
719, 1537, 76
1175, 3563, 67
1063, 1750, 88
1218, 732, 51
1337, 5910, 95
835, 555, 46
1054, 3554, 79
809, 753, 37
1261, 3112, 103
242, 268, 0
620, 288, 39
513, 930, 40
371, 1095, 0
2082, 8727, 47
1338, 411, 55
1152, 632, 54
1203, 5426, 67
440, 1078, 10
569, 540, 78
640, 417, 40
852, 2078, 123
391, 686, 56
700, 316, 111
591, 1387, 60
539, 1794, 58
3693, 2255, 103
4204, 17157, 60
637, 1651, 35
651, 1248, 46
471, 566, 24
783, 712, 159
584, 601, 86
7811, 32000, 2
7403, 631, 29
1321, 4454, 48
1586, 3777, 74
525, 1681, 21
692, 1108, 37
2677, 10613, 28
2730, 3859, 56
746, 2150, 24
1071, 2830, 54
838, 2795, 62
741, 229, 121
1907, 8448, 63
1838, 1496, 43
449, 1703, 0
1208, 3210, 22
412, 946, 27
1892, 3657, 0
4223, 8501, 67
3890, 13989, 149
400, 656, 35
364, 408, 46
367, 421, 21
719, 2440, 46
579, 373, 61
1293, 1744, 34
1195, 5414, 80
284, 250, 27
1538, 6315, 28
1102, 2400, 70
498, 989, 36
732, 1329, 48
697, 2828, 41
895, 1107, 28
378, 1377, 13
6951, 2620, 54
7756, 29293, 108
773, 713, 60
665, 2532, 44
1309, 6184, 0
1541, 2140, 40
395, 719, 37
1659, 548, 55
2176, 9182, 82
725, 375, 68
816, 1910, 131
1787, 5683, 33
1936, 4532, 84
408, 877, 32
761, 756, 104
1123, 5184, 0
1169, 414, 78
576, 1767, 34
488, 421, 53
1004, 2254, 45
1061, 2705, 102
429, 414, 58
680, 665, 124
592, 759, 34
935, 2239, 97
582, 1442, 68
855, 1559, 123
1623, 8149, 0
1714, 2464, 15
999, 3363, 39
1168, 1577, 59
804, 535, 59
976, 3273, 54
1377, 440, 53
1584, 6694, 120
517, 432, 67
383, 773, 48
482, 430, 46
621, 166, 102
912, 1177, 38
1192, 3895, 74
543, 796, 0
918, 2060, 120
439, 879, 30
509, 1565, 44
728, 1719, 62
408, 879, 45
500, 193, 5
636, 2433, 25
1392, 6454, 29
1370, 813, 42
502, 742, 54
549, 389, 45
7614, 782, 62
7901, 32000, 59
801, 2441, 36
549, 1047, 106
471, 1304, 21
482, 90, 50
1361, 371, 58
1500, 6835, 58
3212, 14756, 13
3383, 3974, 55
656, 693, 39
821, 2950, 60
1546, 7089, 38
1515, 1372, 57
533, 2491, 0
633, 544, 26
346, 467, 48
558, 796, 74
2099, 6435, 23
2074, 5762, 48
1079, 4954, 38
1134, 347, 68
3739, 16675, 25
3813, 3001, 74
1853, 2559, 18
2142, 8363, 61
844, 3065, 65
730, 418, 82
2129, 2706, 29
2270, 9591, 87
406, 586, 36
656, 1412, 39
547, 1336, 73
687, 497, 74
813, 561, 0
1003, 4034, 26
391, 702, 64
3098, 5042, 86
3771, 13738, 142
737, 2593, 28
737, 889, 63
579, 596, 46
706, 1951, 73
1514, 339, 71
1589, 7496, 72
605, 181, 36
637, 2010, 46
788, 1737, 68
882, 1480, 84
2589, 4265, 37
2836, 9892, 79
700, 2019, 48
669, 559, 38
1062, 4383, 9
1000, 1290, 20
726, 2339, 45
851, 799, 88
813, 3169, 57
1249, 800, 76
326, 265, 33
407, 202, 93
1048, 2188, 34
1593, 5634, 112
335, 521, 11
2275, 8376, 49
2779, 6892, 77
610, 793, 54
720, 1268, 83
281, 493, 0
1503, 4327, 106
1214, 3192, 142
398, 801, 31
420, 647, 37
1064, 3844, 13
888, 1718, 44
1643, 8162, 0
1810, 2437, 29
4019, 1322, 80
4109, 17715, 59
654, 1524, 48
732, 932, 70
772, 3661, 0
903, 809, 30
757, 778, 55
894, 2232, 129
818, 3468, 9
779, 550, 32
1624, 5672, 55
1596, 3009, 44
844, 1402, 50
938, 2815, 66
593, 521, 53
758, 1467, 80
640, 1932, 67
789, 1095, 105
456, 418, 0
644, 1622, 73
426, 529, 61
587, 429, 57
1169, 5416, 72
1274, 481, 46
823, 3072, 35
1119, 2093, 116
1381, 3949, 39
1287, 3658, 63
1594, 2424, 56
1720, 6926, 40
1397, 6101, 85
1446, 1275, 66
594, 2786, 0
703, 304, 70
4697, 15779, 65
4640, 9110, 34
962, 3363, 29
1132, 2222, 110
502, 432, 25
402, 390, 33
719, 1946, 75
764, 844, 74
594, 1613, 39
577, 281, 77
1157, 5185, 5
1382, 1414, 145
381, 254, 66
624, 536, 97
2513, 1121, 43
921, 3460, 70
3758, 12657, 168
624, 306, 36
304, 309, 13
1352, 2110, 111
2181, 2092, 87
2265, 9753, 101
760, 2597, 51
611, 700, 72
342, 189, 51
3079, 116, 32
4378, 17404, 154
1158, 820, 52
1901, 5349, 56
410, 503, 24
474, 598, 47
450, 817, 10
405, 290, 34
1070, 2006, 84
1216, 3526, 80
468, 982, 46
576, 637, 48
1639, 3757, 33
1751, 5672, 73
692, 365, 49
636, 2337, 69
784, 1129, 54
903, 2052, 90
637, 373, 36
985, 2777, 121
416, 1075, 25
600, 1463, 86
2905, 1704, 146
2769, 11351, 134
326, 209, 40
1316, 201, 74
1717, 7934, 73
4553, 19931, 61
4481, 2476, 30
446, 428, 40
799, 542, 181
887, 1900, 90
614, 1403, 114
592, 2048, 54
735, 328, 77
768, 2685, 57
735, 568, 44
1096, 1730, 42
1127, 4310, 73
801, 1792, 114
877, 361, 130
4478, 2431, 88
4695, 20058, 49
554, 421, 71
416, 737, 31
523, 366, 56
552, 1284, 42
353, 375, 33
7781, 32000, 5
7157, 393, 68
755, 3164, 50
870, 398, 63
1262, 382, 41
1297, 6366, 46
638, 1721, 75
803, 525, 78
580, 927, 43
579, 834, 76
453, 1184, 41
669, 263, 111
501, 701, 56
482, 310, 82
438, 957, 54
629, 156, 133
587, 2800, 0
832, 700, 76
567, 1268, 102
1323, 5944, 95
1980, 3048, 108
358, 1017, 0
575, 547, 68
446, 1115, 25
496, 369, 124
502, 1606, 47
438, 1341, 31
1125, 921, 50
923, 3590, 61
1893, 10103, 0
1872, 227, 42
656, 2140, 48
854, 1229, 53
469, 784, 28
387, 146, 59
546, 2153, 13
776, 483, 87
2210, 8769, 32
2190, 2536, 131
578, 718, 62
759, 808, 103
1155, 6196, 0
1913, 5520, 33
911, 2075, 104
1206, 459, 43
1326, 5981, 62
590, 247, 5
647, 2521, 47
886, 184, 54
819, 3468, 32
1998, 9474, 79
2142, 587, 97
880, 2954, 33
1216, 2631, 124
501, 726, 46
382, 305, 51
564, 408, 56
636, 1383, 70
1964, 1815, 58
2070, 8716, 56
1240, 365, 99
1319, 5154, 106
1252, 1755, 56
1391, 5028, 98
883, 4569, 13
1083, 243, 93
1592, 7562, 41
1739, 1995, 83
358, 992, 41
3306, 447, 36
3973, 17975, 58
505, 490, 42
409, 791, 44
972, 918, 20
1002, 4044, 51
1277, 6406, 25
1277, 441, 26
522, 400, 49
536, 906, 72
3044, 14641, 34
3066, 2149, 37
448, 979, 47
467, 176, 69
464, 976, 73
621, 256, 116
268, 411, 0
499, 1588, 44
330, 331, 47
528, 1894, 15
493, 164, 49
730, 360, 126
571, 1198, 57
1959, 9253, 29
1996, 266, 127
1005, 890, 28
1148, 4466, 34
937, 424, 33
1006, 3771, 68
911, 4155, 30
1138, 881, 134
621, 1737, 27
468, 818, 28
754, 2726, 59
587, 739, 103
1912, 325, 159
253, 351, 0
420, 826, 52
344, 630, 34
441, 1514, 46
700, 1084, 61
381, 1130, 0
930, 2407, 74
477, 587, 85
468, 616, 43
744, 1751, 70
340, 365, 17
548, 856, 63
344, 327, 0
655, 1157, 103
2103, 3541, 5
2274, 8756, 109
505, 1505, 39
318, 322, 33
5227, 319, 58
5494, 23767, 36
1786, 3237, 0
2061, 7702, 66
547, 593, 39
889, 2766, 86
562, 379, 58
734, 2051, 52
395, 447, 5
397, 601, 16
291, 677, 0
2799, 7002, 9
3499, 11856, 36
977, 2381, 59
1003, 1940, 84
989, 1183, 31
1321, 4070, 200
605, 258, 58
1201, 4228, 80
366, 342, 43
2875, 11723, 21
2384, 4279, 43
438, 327, 66
4392, 19864, 46
3803, 617, 70
410, 857, 32
668, 221, 105
1369, 6091, 9
1293, 1816, 42
895, 3660, 43
1079, 1457, 69
545, 1027, 37
569, 913, 68
391, 339, 52
2712, 13112, 52
2281, 415, 59
623, 747, 32
502, 1271, 71
611, 1161, 30
732, 417, 73
549, 320, 29
754, 353, 68
365, 430, 11
705, 1801, 54
1852, 1508, 87
1930, 7038, 63
1265, 5429, 0
1357, 2235, 49
2348, 8184, 80
2473, 4975, 116
780, 1028, 34
845, 2339, 90
578, 1227, 31
670, 951, 106
679, 1837, 70
814, 749, 109
701, 920, 82
474, 1015, 66
314, 481, 19
530, 153, 97
1326, 807, 78
1215, 5715, 70
821, 3274, 54
828, 463, 42
548, 2651, 0
818, 808, 62
472, 581, 46
351, 545, 36
416, 531, 45
1621, 1758, 120
3316, 9485, 66
3544, 8989, 104
453, 856, 59
3107, 13754, 61
2687, 1349, 87
854, 2261, 34
937, 2078, 109
643, 2147, 34
868, 2104, 41
364, 352, 29
487, 500, 87
912, 3985, 47
1048, 863, 46
945, 4179, 31
926, 344, 40
1703, 282, 67
2092, 8074, 175
335, 279, 36
472, 1987, 0
271, 219, 16
503, 402, 39
516, 604, 104
501, 1013, 28
468, 388, 89
2441, 11569, 50
2504, 1607, 60
923, 438, 9
1049, 4471, 83
2021, 9722, 54
1965, 775, 73
668, 1965, 0
1001, 2053, 60
1049, 925, 48
1400, 5985, 65
583, 1155, 90
460, 187, 48
1888, 4974, 27
2207, 6184, 139
288, 606, 13
476, 502, 78
1284, 2223, 14
1890, 8002, 66
1360, 1592, 36
1568, 6373, 43
1794, 937, 54
1773, 8189, 66
976, 326, 58
929, 4465, 44
3574, 16855, 30
535, 1301, 68
4658, 1545, 214
717, 827, 48
712, 2163, 103
790, 2855, 30
574, 751, 58
797, 161, 82
824, 2117, 139
395, 392, 42
8002, 32000, 2
7585, 1982, 0
401, 468, 36
666, 485, 97
821, 556, 36
957, 2793, 101
1091, 2776, 56
1459, 3074, 91
820, 1447, 80
860, 2147, 83
1154, 2508, 123
1102, 2641, 181
1648, 4383, 87
2014, 5992, 125
807, 3499, 38
1035, 1107, 120
2153, 3254, 87
2116, 8126, 107
829, 3891, 3
1004, 629, 43
486, 667, 27
391, 453, 63
1194, 1527, 60
1242, 4809, 115
2657, 11930, 65
2804, 1545, 86
317, 41, 60
3670, 8756, 32
4161, 13907, 68
608, 1568, 69
835, 640, 127
799, 570, 48
868, 2853, 85
456, 674, 57
1064, 3922, 57
547, 983, 36
5882, 2004, 101
6201, 24528, 69
1204, 5641, 60
337, 1040, 9
1356, 5718, 118
397, 948, 33
